ensg	enst	symbol	chr
ENSG00000182389	ENST00000539935	CACNB4	2
ENSG00000141384	ENST00000578121	TAF4B	18
ENSG00000119574	ENST00000594051	ZBTB45	19
ENSG00000120500	ENST00000307959	ARR3	X
ENSG00000130741	ENST00000253039	EIF2S3	X
ENSG00000186092	ENST00000335137	OR4F5	1
ENSG00000166866	ENST00000442789	MYO1A	12
ENSG00000187944	ENST00000342506	C2orf66	2
ENSG00000149573	ENST00000278937	MPZL2	11
ENSG00000204311	ENST00000409117	PJVK	2
ENSG00000162039	ENST00000325962	MEIOB	16
ENSG00000140983	ENST00000315082	RHOT2	16
ENSG00000012660	ENST00000370918	ELOVL5	6
ENSG00000204839	ENST00000398882	MROH6	8
ENSG00000068366	ENST00000340800	ACSL4	X
ENSG00000198944	ENST00000378693	SOWAHA	5
ENSG00000198399	ENST00000355123	ITSN2	2
ENSG00000170906	ENST00000485876	NDUFA3	19
ENSG00000178896	ENST00000316052	EXOSC4	8
ENSG00000141385	ENST00000269143	AFG3L2	18
ENSG00000115539	ENST00000264254	PDCL3	2
ENSG00000109685	ENST00000382895	NSD2	4
ENSG00000173662	ENST00000333172	TAS1R1	1
ENSG00000102239	ENST00000370648	BRS3	X
ENSG00000131944	ENST00000588258	FAAP24	19
ENSG00000159713	ENST00000564104	TPPP3	16
ENSG00000198642	ENST00000359039	KLHL9	9
ENSG00000121621	ENST00000263181	KIF18A	11
ENSG00000136110	ENST00000377962	CNMD	13
ENSG00000165732	ENST00000354185	DDX21	10
ENSG00000173156	ENST00000308831	RHOD	11
ENSG00000163682	ENST00000645496	RPL9	4
ENSG00000185761	ENST00000330475	ADAMTSL5	19
ENSG00000103197	ENST00000219476	TSC2	16
ENSG00000178966	ENST00000325875	RMI1	9
ENSG00000160200	ENST00000398165	CBS	21
ENSG00000180035	ENST00000613509	ZNF48	16
ENSG00000105723	ENST00000222330	GSK3A	19
ENSG00000002919	ENST00000393405	SNX11	17
ENSG00000173227	ENST00000393946	SYT12	11
ENSG00000196267	ENST00000597252	ZNF836	19
ENSG00000213699	ENST00000344420	SLC35F6	2
ENSG00000176697	ENST00000438929	BDNF	11
ENSG00000133328	ENST00000255695	HRASLS2	11
ENSG00000145860	ENST00000518802	RNF145	5
ENSG00000173698	ENST00000379869	ADGRG2	X
ENSG00000125901	ENST00000380325	MRPS26	20
ENSG00000108389	ENST00000323456	MTMR4	17
ENSG00000130529	ENST00000252826	TRPM4	19
ENSG00000176896	ENST00000544987	TCEANC	X
ENSG00000188573	ENST00000338333	FBLL1	5
ENSG00000145555	ENST00000513610	MYO10	5
ENSG00000256683	ENST00000243644	ZNF350	19
ENSG00000183801	ENST00000329293	OLFML1	11
ENSG00000109107	ENST00000226253	ALDOC	17
ENSG00000179344	ENST00000374943	HLA-DQB1	6
ENSG00000109103	ENST00000335765	UNC119	17
ENSG00000168658	ENST00000477737	VWA3B	2
ENSG00000125485	ENST00000372159	DDX31	9
ENSG00000125246	ENST00000376355	CLYBL	13
ENSG00000079482	ENST00000355520	OPHN1	X
ENSG00000197114	ENST00000328969	ZGPAT	20
ENSG00000123600	ENST00000612742	METTL8	2
ENSG00000115355	ENST00000336838	CCDC88A	2
ENSG00000105519	ENST00000588776	CAPS	19
ENSG00000103126	ENST00000262320	AXIN1	16
ENSG00000162592	ENST00000294600	CCDC27	1
ENSG00000170471	ENST00000262879	RALGAPB	20
ENSG00000162344	ENST00000294312	FGF19	11
ENSG00000183960	ENST00000328405	KCNH8	3
ENSG00000182287	ENST00000545766	AP1S2	X
ENSG00000153339	ENST00000283351	TRAPPC8	18
ENSG00000188725	ENST00000339020	SMIM15	5
ENSG00000131759	ENST00000254066	RARA	17
ENSG00000176971	ENST00000318627	FIBIN	11
ENSG00000169688	ENST00000334346	MT1B	16
ENSG00000161031	ENST00000340880	PGLYRP2	19
ENSG00000107625	ENST00000373585	DDX50	10
ENSG00000089682	ENST00000372479	RBM41	X
ENSG00000015568	ENST00000016946	RGPD5	2
ENSG00000204520	ENST00000449934	MICA	6
ENSG00000126759	ENST00000247153	CFP	X
ENSG00000167962	ENST00000563630	ZNF598	16
ENSG00000110243	ENST00000542499	APOA5	11
ENSG00000137338	ENST00000259883	PGBD1	6
ENSG00000274618	ENST00000244537	HIST1H4F	6
ENSG00000119929	ENST00000370476	CUTC	10
ENSG00000078369	ENST00000610897	GNB1	1
ENSG00000099797	ENST00000215567	TECR	19
ENSG00000005448	ENST00000348227	WDR54	2
ENSG00000185164	ENST00000621364	NOMO2	16
ENSG00000203880	ENST00000308824	PCMTD2	20
ENSG00000171858	ENST00000343986	RPS21	20
ENSG00000156564	ENST00000338305	LRFN2	6
ENSG00000123178	ENST00000361840	SPRYD7	13
ENSG00000176401	ENST00000326282	EID2B	19
ENSG00000185201	ENST00000616316	IFITM2	11
ENSG00000185885	ENST00000408968	IFITM1	11
ENSG00000103657	ENST00000443617	HERC1	15
ENSG00000108474	ENST00000225609	PIGL	17
ENSG00000187268	ENST00000333995	FAM9C	X
ENSG00000089639	ENST00000203556	GMIP	19
ENSG00000166035	ENST00000299022	LIPC	15
ENSG00000104897	ENST00000221494	SF3A2	19
ENSG00000171217	ENST00000367165	CLDN20	6
ENSG00000255690	ENST00000539664	TRIL	7
ENSG00000147874	ENST00000380502	HAUS6	9
ENSG00000051523	ENST00000261623	CYBA	16
ENSG00000135960	ENST00000258443	EDAR	2
ENSG00000105825	ENST00000222543	TFPI2	7
ENSG00000127554	ENST00000248114	GFER	16
ENSG00000138136	ENST00000370193	LBX1	10
ENSG00000132313	ENST00000337109	MRPL35	2
ENSG00000149218	ENST00000278505	ENDOD1	11
ENSG00000239282	ENST00000407689	CASTOR1	22
ENSG00000167183	ENST00000300557	PRR15L	17
ENSG00000103319	ENST00000263026	EEF2K	16
ENSG00000168434	ENST00000307149	COG7	16
ENSG00000168754	ENST00000490605	FAM178B	2
ENSG00000145879	ENST00000274565	SPINK7	5
ENSG00000119048	ENST00000265339	UBE2B	5
ENSG00000273703	ENST00000621112	HIST1H2BM	6
ENSG00000233822	ENST00000612898	HIST1H2BN	6
ENSG00000027075	ENST00000332981	PRKCH	14
ENSG00000112981	ENST00000265191	NME5	5
ENSG00000069431	ENST00000261200	ABCC9	12
ENSG00000107263	ENST00000372190	RAPGEF1	9
ENSG00000147231	ENST00000372548	CXorf57	X
ENSG00000004660	ENST00000158166	CAMKK1	17
ENSG00000172247	ENST00000302514	C1QTNF4	11
ENSG00000178522	ENST00000322937	AMBN	4
ENSG00000165152	ENST00000374851	TMEM246	9
ENSG00000166923	ENST00000622074	GREM1	15
ENSG00000174672	ENST00000382179	BRSK2	11
ENSG00000101542	ENST00000262717	CDH20	18
ENSG00000127081	ENST00000395505	ZNF484	9
ENSG00000128346	ENST00000249079	C22orf23	22
ENSG00000007168	ENST00000397195	PAFAH1B1	17
ENSG00000230453	ENST00000290943	ANKRD18B	9
ENSG00000164187	ENST00000296603	LMBRD2	5
ENSG00000132024	ENST00000318003	CC2D1A	19
ENSG00000005884	ENST00000320031	ITGA3	17
ENSG00000142549	ENST00000270642	IGLON5	19
ENSG00000164885	ENST00000485972	CDK5	7
ENSG00000179846	ENST00000317951	NKPD1	19
ENSG00000187556	ENST00000339133	NANOS3	19
ENSG00000083067	ENST00000377110	TRPM3	9
ENSG00000155011	ENST00000285311	DKK2	4
ENSG00000187166	ENST00000335017	H1FNT	12
ENSG00000138623	ENST00000261918	SEMA7A	15
ENSG00000104375	ENST00000523601	STK3	8
ENSG00000156486	ENST00000287042	KCNS2	8
ENSG00000185090	ENST00000373045	MANEAL	1
ENSG00000116852	ENST00000422435	KIF21B	1
ENSG00000080345	ENST00000243326	RIF1	2
ENSG00000002746	ENST00000395891	HECW1	7
ENSG00000172239	ENST00000306846	PAIP1	5
ENSG00000198521	ENST00000357491	ZNF43	19
ENSG00000146670	ENST00000275517	CDCA5	11
ENSG00000143167	ENST00000367868	GPA33	1
ENSG00000135519	ENST00000257981	KCNH3	12
ENSG00000136698	ENST00000259216	CFC1	2
ENSG00000115363	ENST00000233712	EVA1A	2
ENSG00000025800	ENST00000373625	KPNA6	1
ENSG00000164871	ENST00000398462	SPAG11B	8
ENSG00000183034	ENST00000331427	OTOP2	17
ENSG00000115159	ENST00000310454	GPD2	2
ENSG00000198056	ENST00000338193	PRIM1	12
ENSG00000183292	ENST00000409982	PRSS40A	2
ENSG00000167613	ENST00000391742	LAIR1	19
ENSG00000134376	ENST00000367400	CRB1	1
ENSG00000152093	ENST00000281882	CFC1B	2
ENSG00000253506	ENST00000521764	NACA2	17
ENSG00000155729	ENST00000359878	KCTD18	2
ENSG00000186399	ENST00000327271	GOLGA8R	15
ENSG00000114200	ENST00000264381	BCHE	3
ENSG00000237524	ENST00000450035	TEX51	2
ENSG00000101966	ENST00000371199	XIAP	X
ENSG00000212807	ENST00000641810	OR2A42	7
ENSG00000106638	ENST00000305632	TBL2	7
ENSG00000122126	ENST00000371113	OCRL	X
ENSG00000183726	ENST00000374358	TMEM50A	1
ENSG00000006007	ENST00000353258	GDE1	16
ENSG00000110042	ENST00000227451	DTX4	11
ENSG00000100242	ENST00000405018	SUN2	22
ENSG00000102931	ENST00000219204	ARL2BP	16
ENSG00000127329	ENST00000334414	PTPRB	12
ENSG00000120708	ENST00000442011	TGFBI	5
ENSG00000055211	ENST00000367419	GINM1	6
ENSG00000129437	ENST00000391802	KLK14	19
ENSG00000186468	ENST00000296674	RPS23	5
ENSG00000257115	ENST00000550708	OR11H12	14
ENSG00000066777	ENST00000262215	ARFGEF1	8
ENSG00000108384	ENST00000337432	RAD51C	17
ENSG00000106571	ENST00000395925	GLI3	7
ENSG00000175520	ENST00000311659	UBQLN3	11
ENSG00000261949	ENST00000576655	GFY	19
ENSG00000121022	ENST00000357849	COPS5	8
ENSG00000102362	ENST00000372989	SYTL4	X
ENSG00000167173	ENST00000360639	C15orf39	15
ENSG00000151470	ENST00000281146	C4orf33	4
ENSG00000243667	ENST00000295121	WDR92	2
ENSG00000187010	ENST00000342055	RHD	1
ENSG00000166801	ENST00000528737	FAM111A	11
ENSG00000239839	ENST00000327857	DEFA3	8
ENSG00000113212	ENST00000231137	PCDHB7	5
ENSG00000114738	ENST00000446044	MAPKAPK3	3
ENSG00000187372	ENST00000341948	PCDHB13	5
ENSG00000157693	ENST00000374049	TMEM268	9
ENSG00000204424	ENST00000375832	LY6G6F	6
ENSG00000136636	ENST00000259154	KCTD3	1
ENSG00000157349	ENST00000288071	DDX19B	16
ENSG00000108239	ENST00000225235	TBC1D12	10
ENSG00000171956	ENST00000396057	FOXB1	15
ENSG00000214643	ENST00000398721	DEFB133	6
ENSG00000121486	ENST00000367506	TRMT1L	1
ENSG00000221855	ENST00000408916	TAS2R41	7
ENSG00000163092	ENST00000409195	XIRP2	2
ENSG00000158874	ENST00000367990	APOA2	1
ENSG00000105472	ENST00000250340	CLEC11A	19
ENSG00000126581	ENST00000361523	BECN1	17
ENSG00000188211	ENST00000338965	NCR3LG1	11
ENSG00000174721	ENST00000311575	FGFBP3	10
ENSG00000143224	ENST00000367999	PPOX	1
ENSG00000102312	ENST00000326194	PORCN	X
ENSG00000116701	ENST00000367535	NCF2	1
ENSG00000072135	ENST00000175756	PTPN18	2
ENSG00000100341	ENST00000216177	PNPLA5	22
ENSG00000143494	ENST00000517399	VASH2	1
ENSG00000182600	ENST00000409230	SNORC	2
ENSG00000144847	ENST00000393775	IGSF11	3
ENSG00000188763	ENST00000344575	FZD9	7
ENSG00000188269	ENST00000322301	OR7A5	19
ENSG00000083097	ENST00000237163	DOPEY1	6
ENSG00000008382	ENST00000599840	MPND	19
ENSG00000185219	ENST00000396077	ZNF445	3
ENSG00000123124	ENST00000517970	WWP1	8
ENSG00000197822	ENST00000355237	OCLN	5
ENSG00000122223	ENST00000368033	CD244	1
ENSG00000204941	ENST00000366175	PSG5	19
ENSG00000273003	ENST00000301886	ARL2-SNX15	11
ENSG00000176787	ENST00000321522	OR52E2	11
ENSG00000130948	ENST00000375263	HSD17B3	9
ENSG00000270011	ENST00000541595	ZNF559-ZNF177	19
ENSG00000130958	ENST00000253270	SLC35D2	9
ENSG00000067182	ENST00000162749	TNFRSF1A	12
ENSG00000215269	ENST00000445148	GAGE12G	X
ENSG00000160224	ENST00000291582	AIRE	21
ENSG00000171425	ENST00000587252	ZNF581	19
ENSG00000051009	ENST00000265978	FAM160A2	11
ENSG00000102055	ENST00000378131	PPP1R2C	X
ENSG00000221886	ENST00000408953	ZBED8	5
ENSG00000115998	ENST00000264434	C2orf42	2
ENSG00000274274	ENST00000612958	GAGE13	X
ENSG00000119508	ENST00000618101	NR4A3	9
ENSG00000224659	ENST00000442437	GAGE12J	X
ENSG00000149596	ENST00000372980	JPH2	20
ENSG00000163138	ENST00000503585	PACRGL	4
ENSG00000213672	ENST00000294129	NCKIPSD	3
ENSG00000177707	ENST00000485303	NECTIN3	3
ENSG00000162692	ENST00000294728	VCAM1	1
ENSG00000157992	ENST00000543753	KRTCAP3	2
ENSG00000160190	ENST00000352133	SLC37A1	21
ENSG00000204428	ENST00000383237	LY6G5C	6
ENSG00000086289	ENST00000199448	EPDR1	7
ENSG00000265354	ENST00000580018	TIMM23	10
ENSG00000198719	ENST00000366756	DLL1	6
ENSG00000182175	ENST00000557301	RGMA	15
ENSG00000174038	ENST00000312292	C9orf131	9
ENSG00000187122	ENST00000266058	SLIT1	10
ENSG00000153902	ENST00000310123	LGI4	19
ENSG00000196266	ENST00000332217	OR10J3	1
ENSG00000169905	ENST00000367612	TOR1AIP2	1
ENSG00000113790	ENST00000231887	EHHADH	3
ENSG00000187068	ENST00000335012	C3orf70	3
ENSG00000170683	ENST00000642047	OR10A3	11
ENSG00000176922	ENST00000322101	OR51S1	11
ENSG00000205497	ENST00000641898	OR51A4	11
ENSG00000100902	ENST00000261479	PSMA6	14
ENSG00000074054	ENST00000263710	CLASP1	2
ENSG00000180785	ENST00000396952	OR51E1	11
ENSG00000175336	ENST00000398189	APOF	12
ENSG00000183389	ENST00000330728	OR56A4	11
ENSG00000182199	ENST00000328923	SHMT2	12
ENSG00000161911	ENST00000426005	TREML1	6
ENSG00000171962	ENST00000399187	DRC3	17
ENSG00000237440	ENST00000427401	ZNF737	19
ENSG00000231274	ENST00000612221	SBK3	19
ENSG00000168309	ENST00000474531	FAM107A	3
ENSG00000125900	ENST00000381623	SIRPD	20
ENSG00000178531	ENST00000318978	CTXN1	19
ENSG00000203877	ENST00000369689	RIPPLY2	6
ENSG00000153015	ENST00000381070	CWC27	5
ENSG00000137992	ENST00000370132	DBT	1
ENSG00000110046	ENST00000377264	ATG2A	11
ENSG00000187054	ENST00000334830	TMPRSS11A	4
ENSG00000156931	ENST00000625842	VPS8	3
ENSG00000244414	ENST00000320493	CFHR1	1
ENSG00000172139	ENST00000305815	SLC9C1	3
ENSG00000136379	ENST00000258884	ABHD17C	15
ENSG00000121774	ENST00000327300	KHDRBS1	1
ENSG00000092208	ENST00000308317	GEMIN2	14
ENSG00000105699	ENST00000621372	LSR	19
ENSG00000130304	ENST00000252595	SLC27A1	19
ENSG00000254466	ENST00000530162	OR4D10	11
ENSG00000151012	ENST00000280612	SLC7A11	4
ENSG00000161544	ENST00000293230	CYGB	17
ENSG00000221858	ENST00000641592	OR2A12	7
ENSG00000138379	ENST00000260950	MSTN	2
ENSG00000181867	ENST00000321339	FTMT	5
ENSG00000133958	ENST00000256339	UNC79	14
ENSG00000102038	ENST00000371121	SMARCA1	X
ENSG00000145863	ENST00000274545	GABRA6	5
ENSG00000137691	ENST00000434758	C11orf70	11
ENSG00000174173	ENST00000309922	TRMT10C	3
ENSG00000183638	ENST00000382483	RP1L1	8
ENSG00000183571	ENST00000378919	PGPEP1L	15
ENSG00000129450	ENST00000440804	SIGLEC9	19
ENSG00000171100	ENST00000370396	MTM1	X
ENSG00000215915	ENST00000378785	ATAD3C	1
ENSG00000269096	ENST00000597510	CT45A3	X
ENSG00000067704	ENST00000366922	IARS2	1
ENSG00000181609	ENST00000322641	OR52D1	11
ENSG00000213934	ENST00000330597	HBG1	11
ENSG00000149201	ENST00000445632	CCDC81	11
ENSG00000111087	ENST00000228682	GLI1	12
ENSG00000253148	ENST00000417209	RGS21	1
ENSG00000188931	ENST00000367974	CFAP126	1
ENSG00000136628	ENST00000366923	EPRS	1
ENSG00000090104	ENST00000367459	RGS1	1
ENSG00000174652	ENST00000592904	ZNF266	19
ENSG00000224578	ENST00000565308	HNRNPA1P48	16
ENSG00000156110	ENST00000286621	ADK	10
ENSG00000157181	ENST00000287859	ODR4	1
ENSG00000203970	ENST00000371148	DEFB110	6
ENSG00000283644	ENST00000635820	ETDC	X
ENSG00000172348	ENST00000371374	RCAN2	6
ENSG00000214642	ENST00000398718	DEFB113	6
ENSG00000203872	ENST00000388923	C6orf163	6
ENSG00000172336	ENST00000303151	POP7	7
ENSG00000063245	ENST00000411543	EPN1	19
ENSG00000065154	ENST00000368845	OAT	10
ENSG00000163737	ENST00000296029	PF4	4
ENSG00000105419	ENST00000561293	MEIS3	19
ENSG00000221829	ENST00000378643	FANCG	9
ENSG00000196482	ENST00000366937	ESRRG	1
ENSG00000146830	ENST00000275732	GIGYF1	7
ENSG00000144354	ENST00000306721	CDCA7	2
ENSG00000147155	ENST00000495186	EBP	X
ENSG00000204427	ENST00000395952	ABHD16A	6
ENSG00000176018	ENST00000315948	LYSMD3	5
ENSG00000251692	ENST00000293922	PTX4	16
ENSG00000184389	ENST00000442999	A3GALT2	1
ENSG00000168928	ENST00000303037	CTRB2	16
ENSG00000183648	ENST00000329559	NDUFB1	14
ENSG00000177453	ENST00000512796	NIM1K	5
ENSG00000132669	ENST00000255006	RIN2	20
ENSG00000165194	ENST00000373034	PCDH19	X
ENSG00000205268	ENST00000401827	PDE7A	8
ENSG00000147955	ENST00000277010	SIGMAR1	9
ENSG00000187486	ENST00000339994	KCNJ11	11
ENSG00000213886	ENST00000377050	UBD	6
ENSG00000136802	ENST00000259324	LRRC8A	9
ENSG00000175416	ENST00000310418	CLTB	5
ENSG00000001561	ENST00000321037	ENPP4	6
ENSG00000175414	ENST00000310389	ARL10	5
ENSG00000197444	ENST00000374103	OGDHL	10
ENSG00000171456	ENST00000375687	ASXL1	20
ENSG00000171815	ENST00000306549	PCDHB1	5
ENSG00000116871	ENST00000373151	MAP7D1	1
ENSG00000116525	ENST00000291416	TRIM62	1
ENSG00000120156	ENST00000380036	TEK	9
ENSG00000198026	ENST00000322927	ZNF335	20
ENSG00000108309	ENST00000426726	RUNDC3A	17
ENSG00000174628	ENST00000320394	IQCK	16
ENSG00000185523	ENST00000332912	SPATA45	1
ENSG00000259417	ENST00000560778	CTXND1	15
ENSG00000116863	ENST00000373178	ADPRHL2	1
ENSG00000132631	ENST00000377428	SCP2D1	20
ENSG00000102710	ENST00000475892	SUPT20H	13
ENSG00000134830	ENST00000595464	C5AR2	19
ENSG00000140025	ENST00000316738	EFCAB11	14
ENSG00000164061	ENST00000296452	BSN	3
ENSG00000080618	ENST00000181383	CPB2	13
ENSG00000070366	ENST00000263073	SMG6	17
ENSG00000165895	ENST00000298815	ARHGAP42	11
ENSG00000158769	ENST00000368026	F11R	1
ENSG00000102119	ENST00000369842	EMD	X
ENSG00000106443	ENST00000403050	PHF14	7
ENSG00000100023	ENST00000626352	PPIL2	22
ENSG00000197355	ENST00000409858	UAP1L1	9
ENSG00000123200	ENST00000242848	ZC3H13	13
ENSG00000122224	ENST00000263285	LY9	1
ENSG00000092529	ENST00000397163	CAPN3	15
ENSG00000135423	ENST00000311966	GLS2	12
ENSG00000151360	ENST00000252505	ALLC	2
ENSG00000198216	ENST00000367573	CACNA1E	1
ENSG00000007944	ENST00000356840	MYLIP	6
ENSG00000185013	ENST00000359846	NT5C1B	2
ENSG00000225697	ENST00000395550	SLC26A6	3
ENSG00000172457	ENST00000302957	OR9G4	11
ENSG00000184032	ENST00000330798	KRTAP20-2	21
ENSG00000198156	ENST00000532254	NPIPB6	16
ENSG00000244624	ENST00000334664	KRTAP20-1	21
ENSG00000266412	ENST00000578454	NCOA4	10
ENSG00000100483	ENST00000395860	VCPKMT	14
ENSG00000140577	ENST00000268184	CRTC3	15
ENSG00000158714	ENST00000289707	SLAMF8	1
ENSG00000187134	ENST00000380872	AKR1C1	10
ENSG00000268738	ENST00000598963	HSFX2	X
ENSG00000087157	ENST00000262764	PGS1	17
ENSG00000267978	ENST00000595065	MAGEA9B	X
ENSG00000160223	ENST00000344330	ICOSLG	21
ENSG00000132693	ENST00000255030	CRP	1
ENSG00000092020	ENST00000261475	PPP2R3C	14
ENSG00000185053	ENST00000382080	SGCZ	8
ENSG00000125650	ENST00000245810	PSPN	19
ENSG00000099194	ENST00000370355	SCD	10
ENSG00000160791	ENST00000292303	CCR5	3
ENSG00000121807	ENST00000292301	CCR2	3
ENSG00000187871	ENST00000340465	GFRAL	6
ENSG00000213088	ENST00000368121	ACKR1	1
ENSG00000026103	ENST00000355740	FAS	10
ENSG00000121570	ENST00000335658	DPPA4	3
ENSG00000151006	ENST00000280606	PRSS53	16
ENSG00000064999	ENST00000360359	ANKS1A	6
ENSG00000166845	ENST00000620105	C18orf54	18
ENSG00000174448	ENST00000581310	STARD6	18
ENSG00000135953	ENST00000258436	MFSD9	2
ENSG00000183718	ENST00000611618	TRIM52	5
ENSG00000218891	ENST00000325421	ZNF579	19
ENSG00000101057	ENST00000217026	MYBL2	20
ENSG00000198546	ENST00000361518	ZNF511	10
ENSG00000130208	ENST00000588750	APOC1	19
ENSG00000125337	ENST00000643607	KIF25	6
ENSG00000081842	ENST00000529310	PCDHA6	5
ENSG00000111961	ENST00000367467	SASH1	6
ENSG00000114739	ENST00000352511	ACVR2B	3
ENSG00000163564	ENST00000368140	PYHIN1	1
ENSG00000188340	ENST00000641131	OR6N2	1
ENSG00000197403	ENST00000641846	OR6N1	1
ENSG00000131355	ENST00000253673	ADGRE3	19
ENSG00000250120	ENST00000307360	PCDHA10	5
ENSG00000160097	ENST00000373471	FNDC5	1
ENSG00000128928	ENST00000487418	IVD	15
ENSG00000135541	ENST00000367800	AHI1	6
ENSG00000147526	ENST00000317827	TACC1	8
ENSG00000101193	ENST00000266069	GID8	20
ENSG00000278615	ENST00000524958	C11orf98	11
ENSG00000084710	ENST00000403714	EFR3B	2
ENSG00000214756	ENST00000532971	CSKMT	11
ENSG00000134121	ENST00000256509	CHL1	3
ENSG00000214360	ENST00000398186	EFCAB9	5
ENSG00000124614	ENST00000621356	RPS10	6
ENSG00000124225	ENST00000341744	PMEPA1	20
ENSG00000158290	ENST00000404115	CUL4B	X
ENSG00000100908	ENST00000419198	EMC9	14
ENSG00000069011	ENST00000265340	PITX1	5
ENSG00000213892	ENST00000587331	CEACAM16	19
ENSG00000167118	ENST00000452446	URM1	9
ENSG00000103522	ENST00000337929	IL21R	16
ENSG00000167414	ENST00000300873	GNG8	19
ENSG00000164466	ENST00000321442	SFXN1	5
ENSG00000151778	ENST00000379179	SERP2	13
ENSG00000108622	ENST00000412356	ICAM2	17
ENSG00000157601	ENST00000398600	MX1	21
ENSG00000166924	ENST00000300179	NYAP1	7
ENSG00000130950	ENST00000253262	NUTM2F	9
ENSG00000241935	ENST00000370646	HOGA1	10
ENSG00000184436	ENST00000215742	THAP7	22
ENSG00000119965	ENST00000481909	C10orf88	10
ENSG00000125861	ENST00000319242	GFRA4	20
ENSG00000169020	ENST00000304312	ATP5ME	4
ENSG00000185955	ENST00000332375	C7orf61	7
ENSG00000142178	ENST00000270162	SIK1	21
ENSG00000203795	ENST00000368894	FAM24A	10
ENSG00000221954	ENST00000335238	OR4C12	11
ENSG00000159905	ENST00000251269	ZNF221	19
ENSG00000141519	ENST00000397545	CCDC40	17
ENSG00000154127	ENST00000284273	UBASH3B	11
ENSG00000101134	ENST00000262593	DOK5	20
ENSG00000004864	ENST00000416240	SLC25A13	7
ENSG00000184923	ENST00000381707	NUTM2A	10
ENSG00000088448	ENST00000267339	ANKRD10	13
ENSG00000274588	ENST00000611977	DGKK	X
ENSG00000170791	ENST00000303759	CHCHD7	8
ENSG00000101132	ENST00000371419	PFDN4	20
ENSG00000144118	ENST00000272519	RALB	2
ENSG00000168878	ENST00000409383	SFTPB	2
ENSG00000163684	ENST00000445193	RPP14	3
ENSG00000262481	ENST00000573331	TMEM256-PLSCR3	17
ENSG00000226479	ENST00000426077	TMEM185B	2
ENSG00000072803	ENST00000265094	FBXW11	5
ENSG00000229183	ENST00000378149	PGA4	11
ENSG00000100104	ENST00000215917	SRRD	22
ENSG00000230510	ENST00000602017	PPP5D1	19
ENSG00000116106	ENST00000281821	EPHA4	2
ENSG00000166888	ENST00000300134	STAT6	12
ENSG00000149090	ENST00000622144	PAMR1	11
ENSG00000139187	ENST00000356986	KLRG1	12
ENSG00000161850	ENST00000257974	KRT82	12
ENSG00000169733	ENST00000310496	RFNG	17
ENSG00000169567	ENST00000304043	HINT1	5
ENSG00000164363	ENST00000324642	SLC6A18	5
ENSG00000164406	ENST00000296877	LEAP2	5
ENSG00000258947	ENST00000315491	TUBB3	16
ENSG00000047662	ENST00000265018	FAM184B	4
ENSG00000139880	ENST00000397359	CDH24	14
ENSG00000144339	ENST00000272771	TMEFF2	2
ENSG00000222028	ENST00000408907	PSMB11	14
ENSG00000162927	ENST00000316752	PUS10	2
ENSG00000055130	ENST00000325222	CUL1	7
ENSG00000170396	ENST00000302277	ZNF804A	2
ENSG00000145996	ENST00000274695	CDKAL1	6
ENSG00000130726	ENST00000253024	TRIM28	19
ENSG00000138670	ENST00000264400	RASGEF1B	4
ENSG00000147485	ENST00000356297	PXDNL	8
ENSG00000100722	ENST00000251038	ZC3H14	14
ENSG00000161939	ENST00000547302	RNASEK-C17orf49	17
ENSG00000079462	ENST00000538771	PAFAH1B3	19
ENSG00000014123	ENST00000369278	UFL1	6
ENSG00000164972	ENST00000297623	C9orf24	9
ENSG00000092201	ENST00000216297	SUPT16H	14
ENSG00000075239	ENST00000265838	ACAT1	11
ENSG00000205857	ENST00000382119	NANOGNB	12
ENSG00000141219	ENST00000359042	C17orf80	17
ENSG00000239697	ENST00000293825	TNFSF12	17
ENSG00000242574	ENST00000418107	HLA-DMB	6
ENSG00000180884	ENST00000404801	ZNF792	19
ENSG00000231887	ENST00000543626	PRH1	12
ENSG00000106086	ENST00000449726	PLEKHA8	7
ENSG00000103187	ENST00000262428	COTL1	16
ENSG00000165506	ENST00000298292	DNAAF2	14
ENSG00000168282	ENST00000305386	MGAT2	14
ENSG00000106927	ENST00000265132	AMBP	9
ENSG00000101460	ENST00000374837	MAP1LC3A	20
ENSG00000186912	ENST00000374519	P2RY4	X
ENSG00000140006	ENST00000394942	WDR89	14
ENSG00000183340	ENST00000332349	JRKL	11
ENSG00000276581	ENST00000437823	SPATA31A5	9
ENSG00000100095	ENST00000248933	SEZ6L	22
ENSG00000174238	ENST00000313486	PITPNA	17
ENSG00000153823	ENST00000354069	PID1	2
ENSG00000036565	ENST00000440926	SLC18A1	8
ENSG00000183722	ENST00000379589	LHFPL6	13
ENSG00000151779	ENST00000281513	NBAS	2
ENSG00000100767	ENST00000340738	PAPLN	14
ENSG00000187595	ENST00000618554	ZNF385C	17
ENSG00000167280	ENST00000579016	ENGASE	17
ENSG00000067992	ENST00000441463	PDK3	X
ENSG00000169895	ENST00000380155	SYAP1	X
ENSG00000198478	ENST00000369838	SH3BGRL2	6
ENSG00000087053	ENST00000346299	MTMR2	11
ENSG00000275718	ENST00000617897	CCL15	17
ENSG00000164331	ENST00000296785	ANKRA2	5
ENSG00000124782	ENST00000379938	RREB1	6
ENSG00000106244	ENST00000350498	PDAP1	7
ENSG00000177675	ENST00000416109	CD163L1	12
ENSG00000008277	ENST00000265727	ADAM22	7
